round_epochs,val_loss,val_f1,val_accuracy,loss,f1,accuracy,visualize_proccess,first_neuron,activation,dropout,number_of_hidden_layers,shapes,epochs,batch_size,model_type
10,0.5842658707073757,0.7903756964774359,0.9830952307156154,0.11653072122560472,0.825796943829984,0.9962397915003252,False,128,tanh,0.4,1,funnel,10,32,keras_tf_idf_model
15,0.5807572815531776,0.6617838446299235,0.9835892493384225,0.11140848164047513,0.6818628265419785,0.9966071357532423,False,128,relu,0.4,1,funnel,15,64,keras_tf_idf_model
15,0.5976611151581719,0.7006829604648408,0.9831071340470087,0.08508022295805265,0.7296978646881727,0.9974515275079376,False,64,relu,0.2,1,funnel,15,32,keras_tf_idf_model
5,0.5773450510842459,0.7933313126791092,0.9831964265732538,0.19250974117797248,0.824855988755518,0.9940331594311461,False,128,relu,0.2,1,funnel,5,32,keras_tf_idf_model
10,0.6067340712320237,0.37410473119644894,0.983160680816287,0.6292654713319272,0.44835540790947115,0.9803162882279377,False,64,tanh,0.6,1,funnel,10,64,keras_tf_idf_model
10,0.6921652749606542,0.40311760595866614,0.9801666249547686,1.0319246126680959,0.3179467727456774,0.9673264615389765,False,64,relu,0.6,1,funnel,10,64,keras_tf_idf_model
5,0.584054442246755,0.6780785567419869,0.9831785367784046,0.4639217939668772,0.6970349970155832,0.9856351715691236,False,128,tanh,0.6,1,funnel,5,64,keras_tf_idf_model
5,0.6109344041915167,0.39587303320566813,0.9827916311082385,0.7469816084297336,0.45768805099993337,0.9765637285855352,False,128,relu,0.6,1,funnel,5,64,keras_tf_idf_model
10,0.5757372123854501,0.7548086533092317,0.9835833254314604,0.1551955814568364,0.7548415511481616,0.9950765246761089,False,128,relu,0.4,1,funnel,10,32,keras_tf_idf_model
15,0.5860060074215844,0.7501417912755693,0.9834285411380587,0.08262186306205635,0.7929267789393055,0.9974642839237136,False,128,tanh,0.4,1,funnel,15,64,keras_tf_idf_model
15,0.6024012474219004,0.6690670117877778,0.9828690170106433,0.07105498220543473,0.7541894024732162,0.9981811238308342,False,64,tanh,0.2,1,funnel,15,64,keras_tf_idf_model
5,0.5767873665264674,0.67453782808213,0.9834106773421878,0.4061487725316262,0.6845744579178946,0.9870611982929464,False,128,relu,0.4,1,funnel,5,64,keras_tf_idf_model
5,0.6167047175906953,0.7548160221463158,0.9826190417153494,0.2408328420471172,0.80901351943308,0.9927295860465692,False,64,tanh,0.2,1,funnel,5,32,keras_tf_idf_model
15,0.5992940713678088,0.7606407243864877,0.9828333218892416,0.06210844635279203,0.8129232993904425,0.9982933637074062,False,64,tanh,0.2,1,funnel,15,32,keras_tf_idf_model
10,0.5868148220153082,0.7818417208535331,0.9830773494357155,0.04798276399775427,0.8364446798635988,0.9988622488294329,False,128,tanh,0.2,1,funnel,10,64,keras_tf_idf_model
5,0.5968082160041446,0.7577602966626485,0.9830952019918533,0.27345033562913235,0.7972961345497442,0.9915484491659671,False,128,tanh,0.4,1,funnel,5,64,keras_tf_idf_model
5,0.6154141369320097,0.5711408280190967,0.9826726141430083,0.6487535685422469,0.5510412631472763,0.9792550883974348,False,64,relu,0.4,1,funnel,5,32,keras_tf_idf_model
15,0.614233417283921,0.5480119115965707,0.9832797561373029,0.3052286228233454,0.5465685534963802,0.9898928525496502,False,64,relu,0.4,1,funnel,15,32,keras_tf_idf_model
10,0.6034143856025878,0.7277303395952497,0.9828630908330281,0.15245829321596088,0.7449875830630867,0.995178567925278,False,64,relu,0.2,1,funnel,10,32,keras_tf_idf_model
15,0.5961221517835344,0.40269201880409605,0.9836309171858288,0.36762084542488566,0.4511696992601667,0.988295894155697,False,128,relu,0.6,1,funnel,15,64,keras_tf_idf_model
10,0.6021962017104739,0.6819615082513718,0.9828392523810977,0.1296173816128653,0.7668516600861841,0.9962525420772786,False,64,tanh,0.2,1,funnel,10,64,keras_tf_idf_model
10,0.6017353245757875,0.6212719708397275,0.9835059450921558,0.4382482675143651,0.5578618081005252,0.9861173391828731,False,128,relu,0.6,1,funnel,10,32,keras_tf_idf_model
10,0.5986341382208324,0.7685578474544343,0.9829761809394473,0.1017069562691815,0.8160144406435441,0.99699489282102,False,64,tanh,0.2,1,funnel,10,32,keras_tf_idf_model
