round_epochs,val_loss,val_f1,val_categorical_accuracy,loss,f1,categorical_accuracy,visualize_proccess,first_neuron,activation,dropout,number_of_hidden_layers,shapes,epochs,batch_size,model_type
20,0.9378848028182983,0.5425191171169281,0.699,1.0790806470598493,0.4691192550318582,0.6537857142857143,False,512,tanh,0.6,1,funnel,20,64,keras_sdr_embeddings_centroids_model
30,0.9268018424510955,0.5490184242725372,0.7105,0.8422749828611101,0.5515803518806185,0.7248214285714286,False,256,tanh,0.2,2,funnel,30,32,keras_sdr_embeddings_centroids_model
30,0.9180963516235352,0.48545426738262176,0.7225,0.8873724134990147,0.5031299399648393,0.7128571428571429,False,512,relu,0.6,0,funnel,30,64,keras_sdr_embeddings_centroids_model
30,0.8861180086135865,0.5460941429138184,0.71775,0.7945577257701328,0.5412819684573582,0.7405,False,256,tanh,0.2,2,funnel,30,64,keras_sdr_embeddings_centroids_model
20,0.9252028527259827,0.6058932299613953,0.714,0.7759639957972936,0.5975982716083527,0.7398928571428571,False,512,tanh,0.2,1,funnel,20,32,keras_sdr_embeddings_centroids_model
30,1.0808888483047485,0.1995354853272438,0.6505,1.3389740901674543,0.15351770360554967,0.57675,False,256,tanh,0.6,2,funnel,30,64,keras_sdr_embeddings_centroids_model
30,0.8807556502819062,0.5784928023815155,0.7225,0.6703758279085159,0.6047267216273716,0.7738571428571429,False,256,tanh,0.2,0,funnel,30,32,keras_sdr_embeddings_centroids_model
20,0.9334103202819825,0.5086369708776474,0.7015,0.802956428187234,0.5355206752164023,0.7321428571428571,False,256,relu,0.2,1,funnel,20,32,keras_sdr_embeddings_centroids_model
30,1.1795548453330993,0.2694790408909321,0.62675,1.4147093361445835,0.3103908761356558,0.5528571428571428,False,512,relu,0.6,2,funnel,30,32,keras_sdr_embeddings_centroids_model
